State,District,Kind_of_Data,Type_of_initative,Dropdown_list,Card Title,Card Description,Helpline_numbers,Link,Eligibilty (if any),Documents Required (if any),Duration,Any other relevant details,Source links for PDFs,
Nagaland,ALL,State,Others,,Information for people coming back to Nagaland from outside,For any queries please contact,0370 2291122 / 0370 2291120,https://iamstranded.nagaland.gov.in/,,,,,,
Nagaland,ALL,State,Others,,Chief Minister Relief Fund,Account details and online payment gateways,,https://chiefminister.nagaland.gov.in/chief-ministers-relief-fund/,,,,,,
Nagaland,ALL,State,Others,,Digital lessons for NBSE boardclass 8th; 9th and 10th students,By District Education dept - pre recorded audio/video lessons on Social media like Facebook & Youtube; DD Channels; Radio,,www.education.nagaland.gov.in,,,,,,
Nagaland,ALL,State,E-Pass View,,For getting ePass for interstate vehicular movement,cegnagaland@gmail.com,0370 2291093; 6009939896; 6009915778,https://iamstranded.nagaland.gov.in/returneesForm,,,,,,
Nagaland,ALL,State,Health View,Tele-consultation,State medical helpline - Toll free,,1800 345 0019,https://covid19.nagaland.gov.in/,,,,,,
Nagaland,ALL,State,Health View,Tele-consultation,State medical helpline,,"7005415243;9856071745;7005539653",https://covid19.nagaland.gov.in/,,,,,,
Nagaland,ALL,State,Health View,Covid 19 Testing Centres,Govt lab for TrueNat covid test,Imkongliba Memorial District Hospital; Mokokchung,,https://www.icmr.gov.in/,,,,,,
Nagaland,ALL,State,Health View,Covid 19 Testing Centres,Govt lab for TrueNat covid test,District Hospital; Mon,,https://www.icmr.gov.in/,,,,,,
Nagaland,ALL,State,Health View,Tele-consultation,State mental health counselling helpline - Whatsapp,For those who are quarantined at state facilities,7005251298,,,,,Timings 9:00 AM - 5:00 PM,,
Nagaland,ALL,State,Health View,Others,Form for emergency medical assistance during lockdown,For those with exisitng medical conditions,,https://nsdma.nagaland.gov.in/medical_emergency_condition,,,,,,
Nagaland,ALL,State,Health View,Others,Covid 19- Self assessment tool,,,https://innovoidea.in/covidselftest/nagaland/,,,,,https://nsdma.nagaland.gov.in/covid19/,
Nagaland,ALL,State,Health View,Others,State Core Team of Experts for TrueNat Testing facility feasibility studies/decisions,,,https://nagahealth.nagaland.gov.in/wp-content/uploads/2020/03/State-Core-Team-TrueNat-1st-may-2020.pdf,,,,,https://nagahealth.nagaland.gov.in,
Nagaland,ALL,State,Health View,Others,Quarantine facility,Hotel Saramati Dimapur,,https://nagahealth.nagaland.gov.in/wp-content/uploads/2020/03/Requisition-of-Hotel-Saramati-Circuit-House-Dimapur-28th-March-2020.pdf,,,,W.e.f 27 March 2020,https://nagahealth.nagaland.gov.in,
Nagaland,ALL,State,Health View,Others,Quarantine facility,Circuit House Dimapur,,https://nagahealth.nagaland.gov.in/wp-content/uploads/2020/03/Requisition-of-Hotel-Saramati-Circuit-House-Dimapur-28th-March-2020.pdf,,,,W.e.f 27 March 2021,https://nagahealth.nagaland.gov.in,
Nagaland,ALL,State,Food view,Food delivery,List of registered home delivery services across all districts,For fruits vegetables meat,,https://covid19.nagaland.gov.in/homeDelivery,,,,,,
Nagaland,ALL,State,Food View,Others,District wise data on daily rice distribution,,,https://covid19.nagaland.gov.in/distIndex,,,,,,
Nagaland,ALL,State,Health View,Others,District wise data on health,,,https://covid19.nagaland.gov.in/distIndex,,,,,,
Nagaland,ALL,State,Others,,District wise data on community response,,,https://covid19.nagaland.gov.in/distIndex,,,,,,
Nagaland,Dimapur,District,Health View,Speciality Hospitals,Covid Hospital,Dimapur District Hospital,,https://nagahealth.nagaland.gov.in/wp-content/uploads/2020/03/Dimapur-District-Hospital-Identified-as-COVID-19-Hospital-1st-April-2020.pdf,,,,,https://nagahealth.nagaland.gov.in,
Nagaland,Dimapur,District,Health View,Hunger helplines,Community Kitches for stranded; poor and needy,,7005968695,https://cdn.s3waas.gov.in/s3d96409bf894217686ba124d7356686c9/uploads/2020/03/2020033049.pdf,,,,,https://dimapur.nic.in/document-category/office-order/,
Nagaland,Dimapur,District,Food View,Others,Food bank,Public food shelter - SHELTER FOR URBAN HOMELESS; VOL-II; 477; Railway Colony; Dimapur; Nagaland,093830 87748,https://www.google.com/search?rlz=1C1SQJL_enIN888IN888&biw=1366&bih=608&sxsrf=ALeKk02PUcs8EysbZwY7b5PTMP5gMz7WHg:1589050430909&ei=WPm2Xtr9G_bF4-EPrvm6gAI&q=kohima%20food%20shelter%20covid%2019&oq=kohima+food+shelter+covid+19&gs_lcp=CgZwc3ktYWIQAzoECAAQRzoECCMQJzoFCAAQkQI6AggAOgUIABCDAToHCAAQChCRAjoECAAQQzoHCAAQFBCHAjoECAAQCjoGCAAQFhAeOggIABAWEAoQHjoICCEQFhAdEB46BwghEAoQoAE6CAgAEAgQDRAeOgUIIRCgAToECCEQFVDy7yxY_ZstYIqfLWgDcAN4AIABhwKIAdwukgEGMC4yMi45mAEAoAEBqgEHZ3dzLXdpeg&sclient=psy-ab&ved=2ahUKEwjdo9uTuqfpAhVhwzgGHTuXCsAQvS4wAHoECAsQHQ&uact=5&npsic=0&rflfq=1&rlha=0&rllag=25656478;94093933;838&tbm=lcl&rldimm=12654550674948725347&lqi=Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5&rldoc=1&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2&rlst=f#rlfi=hd:;si:12654550674948725347;l;Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5;mv:[[26.5511664;94.1324965];[25.600321899999997;93.7062059]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2,,,,,,
Nagaland,Kiphire,District,Health View,Speciality Hospitals,Covid Hospital,Kiphire District hospital - Kiphire; Nagaland 798611,9612475266,https://nagahealth.nagaland.gov.in/wp-content/uploads/2020/03/7-District-Hospitals-Designated-COVID19-Hospital-additional-28th-April-2020.pdf,,,,,https://nagahealth.nagaland.gov.in,
Nagaland,Kiphire,District,Health View,Tele-counsultation,Mental wellbeing telephonic counselling,Whatsapp number,7005251298,https://kiphire.nic.in/circular-render-telephonic-counselling/,,,,,https://kiphire.nic.in/,
Nagaland,Kiphire,District,Health View,Others,24*7 medical control room and Whatsapp number,,7085889854; 6009468943,https://cdn.s3waas.gov.in/s30ff8033cf9437c213ee13937b1c4c455/uploads/2020/04/2020041517-1024x711.jpg,,,,,https://kiphire.nic.in/,
Nagaland,Kohima,District,Health View,Speciality Hospitals,Covid Hospital  - Govt.,Naga Hospital Authority Kohima (NHAK),,https://nagahealth.nagaland.gov.in/wp-content/uploads/2020/03/OPD-service-by-volunteers-20th-April-2020.pdf,,,,,https://nagahealth.nagaland.gov.in,
Nagaland,Kohima,District,Health View,Others,OPD facilities in Kohima - from HFW dept and Nagaland Medical Council,"1. PMTI  Kohima2. Agri Forest Subcentre Kohima",,https://nagahealth.nagaland.gov.in/wp-content/uploads/2020/03/OPD-service-by-volunteers-20th-April-2020.pdf,,,,Health professionals willing to vounteer may Whatsapp: 9402245812,https://nagahealth.nagaland.gov.in,
Nagaland,Kohima,District,Food View,Others,Food bank,Public food shelter - Kohima; Nagaland 797005,098621 16804,https://www.google.com/search?rlz=1C1SQJL_enIN888IN888&biw=1366&bih=608&sxsrf=ALeKk02PUcs8EysbZwY7b5PTMP5gMz7WHg:1589050430909&ei=WPm2Xtr9G_bF4-EPrvm6gAI&q=kohima%20food%20shelter%20covid%2019&oq=kohima+food+shelter+covid+19&gs_lcp=CgZwc3ktYWIQAzoECAAQRzoECCMQJzoFCAAQkQI6AggAOgUIABCDAToHCAAQChCRAjoECAAQQzoHCAAQFBCHAjoECAAQCjoGCAAQFhAeOggIABAWEAoQHjoICCEQFhAdEB46BwghEAoQoAE6CAgAEAgQDRAeOgUIIRCgAToECCEQFVDy7yxY_ZstYIqfLWgDcAN4AIABhwKIAdwukgEGMC4yMi45mAEAoAEBqgEHZ3dzLXdpeg&sclient=psy-ab&ved=2ahUKEwjdo9uTuqfpAhVhwzgGHTuXCsAQvS4wAHoECAsQHQ&uact=5&npsic=0&rflfq=1&rlha=0&rllag=25656478;94093933;838&tbm=lcl&rldimm=12654550674948725347&lqi=Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5&rldoc=1&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2&rlst=f#rlfi=hd:;si:12654550674948725347;l;Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5;mv:[[26.5511664;94.1324965];[25.600321899999997;93.7062059]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2,,,,,,
Nagaland,Kohima,District,Food View,Others,Food bank,Public food shelter - Lower; Forest Colony; Kohima; Nagaland 797001,094360 05794,https://www.google.com/search?rlz=1C1SQJL_enIN888IN888&biw=1366&bih=608&sxsrf=ALeKk02PUcs8EysbZwY7b5PTMP5gMz7WHg:1589050430909&ei=WPm2Xtr9G_bF4-EPrvm6gAI&q=kohima%20food%20shelter%20covid%2019&oq=kohima+food+shelter+covid+19&gs_lcp=CgZwc3ktYWIQAzoECAAQRzoECCMQJzoFCAAQkQI6AggAOgUIABCDAToHCAAQChCRAjoECAAQQzoHCAAQFBCHAjoECAAQCjoGCAAQFhAeOggIABAWEAoQHjoICCEQFhAdEB46BwghEAoQoAE6CAgAEAgQDRAeOgUIIRCgAToECCEQFVDy7yxY_ZstYIqfLWgDcAN4AIABhwKIAdwukgEGMC4yMi45mAEAoAEBqgEHZ3dzLXdpeg&sclient=psy-ab&ved=2ahUKEwjdo9uTuqfpAhVhwzgGHTuXCsAQvS4wAHoECAsQHQ&uact=5&npsic=0&rflfq=1&rlha=0&rllag=25656478;94093933;838&tbm=lcl&rldimm=12654550674948725347&lqi=Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5&rldoc=1&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2&rlst=f#rlfi=hd:;si:12654550674948725347;l;Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5;mv:[[26.5511664;94.1324965];[25.600321899999997;93.7062059]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2,,,,,,
Nagaland,Kohima,District,Food View,Others,Food bank,Public Food Shelter - Aradura Hill Rd; Mohankhola; Kohima; Nagaland 797005,094360 05725,https://www.google.com/search?rlz=1C1SQJL_enIN888IN888&biw=1366&bih=608&sxsrf=ALeKk02PUcs8EysbZwY7b5PTMP5gMz7WHg:1589050430909&ei=WPm2Xtr9G_bF4-EPrvm6gAI&q=kohima%20food%20shelter%20covid%2019&oq=kohima+food+shelter+covid+19&gs_lcp=CgZwc3ktYWIQAzoECAAQRzoECCMQJzoFCAAQkQI6AggAOgUIABCDAToHCAAQChCRAjoECAAQQzoHCAAQFBCHAjoECAAQCjoGCAAQFhAeOggIABAWEAoQHjoICCEQFhAdEB46BwghEAoQoAE6CAgAEAgQDRAeOgUIIRCgAToECCEQFVDy7yxY_ZstYIqfLWgDcAN4AIABhwKIAdwukgEGMC4yMi45mAEAoAEBqgEHZ3dzLXdpeg&sclient=psy-ab&ved=2ahUKEwjdo9uTuqfpAhVhwzgGHTuXCsAQvS4wAHoECAsQHQ&uact=5&npsic=0&rflfq=1&rlha=0&rllag=25656478;94093933;838&tbm=lcl&rldimm=12654550674948725347&lqi=Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5&rldoc=1&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2&rlst=f#rlfi=hd:;si:12654550674948725347;l;Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5;mv:[[26.5511664;94.1324965];[25.600321899999997;93.7062059]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2,,,,,,
Nagaland,Kohima,District,food View,Others,food bank,Public food shelter - Kohima Science College Road; Old Ministers Hill; nr. BSNL Telephone Exchange; Kohima; Nagaland 79700,094360 00484,https://www.google.com/search?rlz=1C1SQJL_enIN888IN888&biw=1366&bih=608&sxsrf=ALeKk02PUcs8EysbZwY7b5PTMP5gMz7WHg:1589050430909&ei=WPm2Xtr9G_bF4-EPrvm6gAI&q=kohima%20food%20shelter%20covid%2019&oq=kohima+food+shelter+covid+19&gs_lcp=CgZwc3ktYWIQAzoECAAQRzoECCMQJzoFCAAQkQI6AggAOgUIABCDAToHCAAQChCRAjoECAAQQzoHCAAQFBCHAjoECAAQCjoGCAAQFhAeOggIABAWEAoQHjoICCEQFhAdEB46BwghEAoQoAE6CAgAEAgQDRAeOgUIIRCgAToECCEQFVDy7yxY_ZstYIqfLWgDcAN4AIABhwKIAdwukgEGMC4yMi45mAEAoAEBqgEHZ3dzLXdpeg&sclient=psy-ab&ved=2ahUKEwjdo9uTuqfpAhVhwzgGHTuXCsAQvS4wAHoECAsQHQ&uact=5&npsic=0&rflfq=1&rlha=0&rllag=25656478;94093933;838&tbm=lcl&rldimm=12654550674948725347&lqi=Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5&rldoc=1&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2&rlst=f#rlfi=hd:;si:12654550674948725347;l;Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5;mv:[[26.5511664;94.1324965];[25.600321899999997;93.7062059]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2,,,,,,
Nagaland,Kohima,District,food View,Others,food bank,Public food shelter - Para Medical; Kohima; Nagaland 797005,094360 01467,https://www.google.com/search?rlz=1C1SQJL_enIN888IN888&biw=1366&bih=608&sxsrf=ALeKk02PUcs8EysbZwY7b5PTMP5gMz7WHg:1589050430909&ei=WPm2Xtr9G_bF4-EPrvm6gAI&q=kohima%20food%20shelter%20covid%2019&oq=kohima+food+shelter+covid+19&gs_lcp=CgZwc3ktYWIQAzoECAAQRzoECCMQJzoFCAAQkQI6AggAOgUIABCDAToHCAAQChCRAjoECAAQQzoHCAAQFBCHAjoECAAQCjoGCAAQFhAeOggIABAWEAoQHjoICCEQFhAdEB46BwghEAoQoAE6CAgAEAgQDRAeOgUIIRCgAToECCEQFVDy7yxY_ZstYIqfLWgDcAN4AIABhwKIAdwukgEGMC4yMi45mAEAoAEBqgEHZ3dzLXdpeg&sclient=psy-ab&ved=2ahUKEwjdo9uTuqfpAhVhwzgGHTuXCsAQvS4wAHoECAsQHQ&uact=5&npsic=0&rflfq=1&rlha=0&rllag=25656478;94093933;838&tbm=lcl&rldimm=12654550674948725347&lqi=Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5&rldoc=1&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2&rlst=f#rlfi=hd:;si:12654550674948725347;l;Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5;mv:[[26.5511664;94.1324965];[25.600321899999997;93.7062059]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2,,,,,,
Nagaland,Kohima,District,food View,Others,food bank,Public food shelter - P.W.D. Colony; Kohima; Nagaland 797005,094028 30928,https://www.google.com/search?rlz=1C1SQJL_enIN888IN888&biw=1366&bih=608&sxsrf=ALeKk02PUcs8EysbZwY7b5PTMP5gMz7WHg:1589050430909&ei=WPm2Xtr9G_bF4-EPrvm6gAI&q=kohima%20food%20shelter%20covid%2019&oq=kohima+food+shelter+covid+19&gs_lcp=CgZwc3ktYWIQAzoECAAQRzoECCMQJzoFCAAQkQI6AggAOgUIABCDAToHCAAQChCRAjoECAAQQzoHCAAQFBCHAjoECAAQCjoGCAAQFhAeOggIABAWEAoQHjoICCEQFhAdEB46BwghEAoQoAE6CAgAEAgQDRAeOgUIIRCgAToECCEQFVDy7yxY_ZstYIqfLWgDcAN4AIABhwKIAdwukgEGMC4yMi45mAEAoAEBqgEHZ3dzLXdpeg&sclient=psy-ab&ved=2ahUKEwjdo9uTuqfpAhVhwzgGHTuXCsAQvS4wAHoECAsQHQ&uact=5&npsic=0&rflfq=1&rlha=0&rllag=25656478;94093933;838&tbm=lcl&rldimm=12654550674948725347&lqi=Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5&rldoc=1&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2&rlst=f#rlfi=hd:;si:12654550674948725347;l;Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5;mv:[[26.5511664;94.1324965];[25.600321899999997;93.7062059]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2,,,,,,
Nagaland,Kohima,District,Food View,Others,Food bank,Public food shelter - Kohima; Nagaland 797005,094366 01231,https://www.google.com/search?rlz=1C1SQJL_enIN888IN888&biw=1366&bih=608&sxsrf=ALeKk02PUcs8EysbZwY7b5PTMP5gMz7WHg:1589050430909&ei=WPm2Xtr9G_bF4-EPrvm6gAI&q=kohima%20food%20shelter%20covid%2019&oq=kohima+food+shelter+covid+19&gs_lcp=CgZwc3ktYWIQAzoECAAQRzoECCMQJzoFCAAQkQI6AggAOgUIABCDAToHCAAQChCRAjoECAAQQzoHCAAQFBCHAjoECAAQCjoGCAAQFhAeOggIABAWEAoQHjoICCEQFhAdEB46BwghEAoQoAE6CAgAEAgQDRAeOgUIIRCgAToECCEQFVDy7yxY_ZstYIqfLWgDcAN4AIABhwKIAdwukgEGMC4yMi45mAEAoAEBqgEHZ3dzLXdpeg&sclient=psy-ab&ved=2ahUKEwjdo9uTuqfpAhVhwzgGHTuXCsAQvS4wAHoECAsQHQ&uact=5&npsic=0&rflfq=1&rlha=0&rllag=25656478;94093933;838&tbm=lcl&rldimm=12654550674948725347&lqi=Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5&rldoc=1&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2&rlst=f#rlfi=hd:;si:12654550674948725347;l;Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5;mv:[[26.5511664;94.1324965];[25.600321899999997;93.7062059]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2,,,,,,
Nagaland,Kohima,district,food View,Others,Food bank,Public food shelter-  Officers Hill; Kohima; Nagaland 797005,094360 00538,https://www.google.com/search?rlz=1C1SQJL_enIN888IN888&biw=1366&bih=608&sxsrf=ALeKk02PUcs8EysbZwY7b5PTMP5gMz7WHg:1589050430909&ei=WPm2Xtr9G_bF4-EPrvm6gAI&q=kohima%20food%20shelter%20covid%2019&oq=kohima+food+shelter+covid+19&gs_lcp=CgZwc3ktYWIQAzoECAAQRzoECCMQJzoFCAAQkQI6AggAOgUIABCDAToHCAAQChCRAjoECAAQQzoHCAAQFBCHAjoECAAQCjoGCAAQFhAeOggIABAWEAoQHjoICCEQFhAdEB46BwghEAoQoAE6CAgAEAgQDRAeOgUIIRCgAToECCEQFVDy7yxY_ZstYIqfLWgDcAN4AIABhwKIAdwukgEGMC4yMi45mAEAoAEBqgEHZ3dzLXdpeg&sclient=psy-ab&ved=2ahUKEwjdo9uTuqfpAhVhwzgGHTuXCsAQvS4wAHoECAsQHQ&uact=5&npsic=0&rflfq=1&rlha=0&rllag=25656478;94093933;838&tbm=lcl&rldimm=12654550674948725347&lqi=Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5&rldoc=1&tbs=lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2&rlst=f#rlfi=hd:;si:12654550674948725347;l;Chxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5IgPwAQFI18rc4JawgIAIWkMKFWZvb2Qgc2hlbHRlciBjb3ZpZCAxORABEAIQAxAEGAAYARgCIhxrb2hpbWEgZm9vZCBzaGVsdGVyIGNvdmlkIDE5;mv:[[26.5511664;94.1324965];[25.600321899999997;93.7062059]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!2m1!1e16!2m1!1e3!3sIAE;lf:1;lf_ui:2,,,,,,
