State,District,Kind_of_Data,Type_of_initative,Dropdown_list,Tabs (Govt./Others),Card Title,Card Description,Helpline_numbers,Link,Eligibilty (if any),Documents Required (if any),Duration,Any other relevant details,Source links for PDFs
Haryana,Fatehabad,District,Food view,Ration,Govt.,Gram panchayat shops,For Block Nagpur,,https://cdn.s3waas.gov.in/s36cdd60ea0045eb7a6ec44c54d29ed402/uploads/2020/03/2020033192.pdf,,,,,https://faridabad.nic.in
Haryana,Fatehabad,District,Food view,Ration,Govt.,Gram panchayat shops,For Block Fatehbad,,https://cdn.s3waas.gov.in/s36cdd60ea0045eb7a6ec44c54d29ed402/uploads/2020/03/2020033127.pdf,,,,,https://faridabad.nic.in
Haryana,Fatehabad,District,Food view,Food delivery,Govt.,Street hawkers,,,https://cdn.s3waas.gov.in/s36cdd60ea0045eb7a6ec44c54d29ed402/uploads/2020/03/2020032992.pdf,,,,,https://faridabad.nic.in
Haryana,Fatehabad,District,Food view,Ration,Govt.,Essential Commodities Suppliers,,,https://cdn.s3waas.gov.in/s36cdd60ea0045eb7a6ec44c54d29ed402/uploads/2020/03/2020033125.pdf,,,,,https://faridabad.nic.in
Haryana,Fatehabad,District,Food view,Food delivery,Govt.,Farmers to supply fruits and vegetables,,,https://cdn.s3waas.gov.in/s36cdd60ea0045eb7a6ec44c54d29ed402/uploads/2020/03/2020032743.pdf,,,,,https://faridabad.nic.in
Haryana,Gurgaon,District,Others,,Govt.,COVID Email ID,covid19gurugram@gmail.com,,https://gurugram.gov.in/ncovidcoronavirus-19-help-desk/,,,,,https://gurugram.gov.in
Haryana,Gurgaon,District,Others,,Govt.,Volunteering helpline,,91931300500,https://gurugram.gov.in/ncovidcoronavirus-19-help-desk/,,,,,https://gurugram.gov.in
Haryana,Gurgaon,District,Health view,Covid19 Testing Centres,Govt.,Sample collection centers,,,https://cdn.s3waas.gov.in/s325b2822c2f5a3230abfadd476e8b04c9/uploads/2020/03/2020032294.jpeg,,,,,https://gurugram.gov.in
Haryana,Gurgaon,District,Others,,Govt.,Essential information for Gurugram citizens,,,https://cdn.s3waas.gov.in/s325b2822c2f5a3230abfadd476e8b04c9/uploads/2020/03/2020032460.pdf,,,,,https://gurugram.gov.in
Haryana,Hisar,District,Food view,Ration,Govt.,Essential commodities,Milk;vegetables;eatables;medicines,,https://hisar.gov.in/list-of-incident-commanders-sector-officers-for-milk-vegetables-eatables-medicines-sub-division-wise-district-hisar/,,,,,https://hisar.gov.in/
Haryana,Hisar,District,Others,,Govt.,Agriculture helpline,For seed and fertilizers supply at door step,,https://cdn.s3waas.gov.in/s3e56954b4f6347e897f954495eab16a88/uploads/2020/03/2020032865.pdf,,,,,https://hisar.gov.in/
Haryana,Hisar,District,Shelter,,Govt.,Location of shelter homes,,,https://www.google.com/maps/d/u/0/Viewer?mid=12dYtLhKexwSNsVLRw-l6-IhdKa70M-G9&ll=29.3657627902974%2C75.86834474121088&z=11,,,,,https://hisar.gov.in/
Haryana,Hisar,District,Others,,Govt.,Location of community kitchens ,,,https://www.google.com/maps/d/u/0/Viewer?mid=12dYtLhKexwSNsVLRw-l6-IhdKa70M-G9&ll=29.3657627902974%2C75.86834474121088&z=11,,,,,https://hisar.gov.in/
Haryana,Hisar,District,Others,,Govt.,Social media handle Hisar Govt.,,,https://twitter.com/Hsr_dist_admn,,,,,https://hisar.gov.in/
Haryana,Hisar,District,Food view,Food delivery,Govt.,Dry fodder sellers,,,https://cdn.s3waas.gov.in/s3e56954b4f6347e897f954495eab16a88/uploads/2020/03/2020032689.pdf,,,,,https://hisar.gov.in/
Haryana,Hisar,District,Food view,Food delivery,Govt.,Vegetable vendors,,,https://cdn.s3waas.gov.in/s3e56954b4f6347e897f954495eab16a88/uploads/2020/03/2020032728.pdf,,,,,https://hisar.gov.in/
Haryana,Jhajjar,District,Shelter,,Govt.,Bahadurgarh shelters,,,https://cdn.s3waas.gov.in/s38d34201a5b85900908db6cae92723617/uploads/2020/04/2020041526.pdf,,,,,https://jhajjar.nic.in/
Haryana,Jhajjar,District,Food view,Food delivery,Govt.,Fruit and vegetable vendors,Bahadurgarh,,https://cdn.s3waas.gov.in/s38d34201a5b85900908db6cae92723617/uploads/2020/03/2020032642.pdf,,,,,https://jhajjar.nic.in/
Haryana,Jhajjar,District,Food view,Ration,Govt.,Grocery retailers,Bahadurgarh,,https://cdn.s3waas.gov.in/s38d34201a5b85900908db6cae92723617/uploads/2020/03/2020032628.pdf,,,,,https://jhajjar.nic.in/
Haryana,Jhajjar,District,Food view,Ration,Govt.,Whole salers grocery items,,,https://cdn.s3waas.gov.in/s38d34201a5b85900908db6cae92723617/uploads/2020/03/2020032628-1.pdf,,,,,https://jhajjar.nic.in/
Haryana,Jhajjar,District,Others,,Govt.,Form for unrganized workers,for identification; food and shelter facilities,,https://cdn.s3waas.gov.in/s38d34201a5b85900908db6cae92723617/uploads/2020/03/2020032815.pdf,,,,,https://jhajjar.nic.in/
Haryana,Jhajjar,District,Shelter,,Govt.,,,,https://cdn.s3waas.gov.in/s38d34201a5b85900908db6cae92723617/uploads/2020/03/2020032947.pdf,,,,,https://jhajjar.nic.in/
Haryana,Jind,District,Health view,Speciality Hospitals,Govt.,Dedicated COVID Hospitals,,,https://cdn.s3waas.gov.in/s3218a0aefd1d1a4be65601cc6ddc1520e/uploads/2020/04/2020041696.pdf,,,,,jind.gov.in
Haryana,Jind,District,Health view,Isolation Centers,Govt.,Saini Dharamshal ; parshuram chowk; Safidon road,,,https://cdn.s3waas.gov.in/s3218a0aefd1d1a4be65601cc6ddc1520e/uploads/2020/04/2020040998.pdf,,,,,jind.gov.in
Haryana,Kaithal,District,Food view,Hunger Helplines,Govt.,Contact details,For food for needy in both urban and rural area,,https://cdn.s3waas.gov.in/s3a666587afda6e89aec274a3657558a27/uploads/2020/04/2020041613.pdf,,,,,https://kaithal.gov.in/
Haryana,Kaithal,District,Food view,Hunger Helplines,Govt.,Information on hunger relief center,,,https://www.google.com/maps/d/u/0/Viewer?mid=1zZeu3xUkInaMEXh3OJkkj9qQf8FePTmF&ll=29.85786436882145%2C76.45598730000006&z=11,,,,,https://kaithal.gov.in/
Haryana,Kaithal,District,Food view,Home delivery,Govt.,List of volunteers,For home delivery of food items,,https://kaithal.gov.in/notice_category/covid-19-vendors-list/,,,,,https://kaithal.gov.in/
Haryana,Kaithal,District,Food view,Ration,Govt.,Details about dry ration and others,,,https://cdn.s3waas.gov.in/s3a666587afda6e89aec274a3657558a27/uploads/2020/04/2020042015.pdf,,,,,https://kaithal.gov.in/
Haryana,Kaithal,District,Shelter,,Govt.,Information on shelter in district,,,https://www.google.com/maps/d/u/0/Viewer?mid=1zZeu3xUkInaMEXh3OJkkj9qQf8FePTmF&ll=29.85786436882145%2C76.45598730000006&z=11,,,,,https://kaithal.gov.in/
Haryana,Kaithal,District,Shelter,,Govt.,Information of shelters,For migrant laborers,,https://cdn.s3waas.gov.in/s3a666587afda6e89aec274a3657558a27/uploads/2020/03/2020033198.pdf,,,,,https://kaithal.gov.in/
Haryana,Kaithal,District,Health view,Isolation Centers,Govt.,Information about isolation wards ,,,https://cdn.s3waas.gov.in/s3a666587afda6e89aec274a3657558a27/uploads/2020/03/2020032799.pdf,,,,,https://kaithal.gov.in/
Haryana,Kaithal,District,Others,,Govt.,Control room number for any grievances,About money deposited for COVID 19 relief under Pradhan Mantri Gareeb Kalyan Yojana ,1746222603,https://cdn.s3waas.gov.in/s3a666587afda6e89aec274a3657558a27/uploads/2020/04/2020040464.pdf,,,,,https://kaithal.gov.in/
Haryana,Kaithal,District,Others,,Govt.,Quarantine facilities in Kaithal,,,https://cdn.s3waas.gov.in/s3a666587afda6e89aec274a3657558a27/uploads/2020/03/2020032781.pdf,,,,,https://kaithal.gov.in/
Haryana,Kaithal,District,Others,,Govt.,Control room number for any grievances,About money deposited for COVID 19 relief under Pradhan Mantri Gareeb Kalyan Yojana ,1746222603,https://cdn.s3waas.gov.in/s3a666587afda6e89aec274a3657558a27/uploads/2020/04/2020040464.pdf,,,,,https://kaithal.gov.in/
Haryana,Karnal,District,Food view,Food delivery,Govt.,List of vegetable vendos for Home Delivery,,,https://cdn.s3waas.gov.in/s3a01a0380ca3c61428c26a231f0e49a09/uploads/2020/03/2020032562.pdf,,,,,karnal.gov.in
Haryana,Karnal,District,Food view,Ration,Govt.,List of grocery store,,,https://cdn.s3waas.gov.in/s3a01a0380ca3c61428c26a231f0e49a09/uploads/2020/03/2020032865.pdf,,,,,karnal.gov.in
Haryana,Kurukshetra,District,Food view,Ration,Govt.,Helpline number for food and ration,From 7am to 9pm,9770513514,https://kurukshetra.gov.in/,,,,,
Haryana,Kurukshetra,District,Health view,Medicine delivery,Govt.,Helpline number for medicines,From 7am to 9pm,9770513514,https://kurukshetra.gov.in/,,,,,
Haryana,Kurukshetra,District,Health view,Others,Govt.,,,,https://kurukshetra.gov.in/,,,,,
Haryana,Kurukshetra,District,Health view,Others,Govt.,Hospital Helpline,,01744259285; 7027854102,https://kurukshetra.gov.in/,,,,,
Haryana,Kurukshetra,District,Health view,Others,Govt.,Hospital Helpline,,01744259285; 7027854102,https://kurukshetra.gov.in/,,,,,
Haryana,Kurukshetra,District,Others,,Govt.,e-market kurushetra (application),,,https://kurukshetra.gov.in/,,,,,
Haryana,Mahendragarh,District,Food view,Ration,Govt.,Information about confectionery stores,,,https://cdn.s3waas.gov.in/s338913e1d6a7b94cb0f55994f679f5956/uploads/2020/03/2020032774.pdf,,,,,https://mahendragarh.gov.in/
Haryana,Mahendragarh,District,Food view,Ration,Govt.,Providing packaged food and ration, At Red Cross Society ; Narnaul,9812831111,https://cdn.s3waas.gov.in/s338913e1d6a7b94cb0f55994f679f5956/uploads/2020/03/2020032976.pdf,,,,,https://mahendragarh.gov.in/
Haryana,Nuh,District,Health view,Isolation Centers,Govt.,At Meat Engineering College ; Palla,,,https://cdn.s3waas.gov.in/s3941e1aaaba585b952b62c14a3a175a61/uploads/2020/04/2020042464.pdf,,,,,https://nuh.gov.in/
Haryana,Nuh,District,Health view,Medicine delivery,Govt.,Contact details for medicine delivery,,,https://cdn.s3waas.gov.in/s3941e1aaaba585b952b62c14a3a175a61/uploads/2020/03/2020032724.pdf,,,,,https://nuh.gov.in/
Haryana,Nuh,District,Food view,Ration,Govt.,Grocery items price list,,,https://cdn.s3waas.gov.in/s3941e1aaaba585b952b62c14a3a175a61/uploads/2020/04/2020040452.pdf,,,,,https://nuh.gov.in/
Haryana,Nuh,District,Shelter,,Govt.,At District red cross society,,,https://cdn.s3waas.gov.in/s3941e1aaaba585b952b62c14a3a175a61/uploads/2020/03/2020032910.pdf,,,,,https://nuh.gov.in/
Haryana,Palwal,District,Food view,Others,Govt.,Contact information for General stores,,,https://cdn.s3waas.gov.in/s3b6d767d2f8ed5d21a44b0e5886680cb9/uploads/2020/03/2020032664.pdf,,,,,https://palwal.gov.in/
Haryana,Palwal,District,Food view,Food delivery,Govt.,Information about fruits and vegetables seller,,,https://cdn.s3waas.gov.in/s3b6d767d2f8ed5d21a44b0e5886680cb9/uploads/2020/03/2020032666.pdf,,,,,https://palwal.gov.in/
Haryana,Panchkula,District,Health view,Others,Govt.,Contact information,Of General Hospital at Sector 6,0172-2573907,https://cdn.s3waas.gov.in/s39b8619251a19057cff70779273e95aa6/uploads/2020/03/2020033098.pdf,,,,, https://panchkula.nic.in/
Haryana,Panchkula,District,Health view,Medicine delivery,Govt.,Contact information for Medical stores 24*7,,,https://cdn.s3waas.gov.in/s39b8619251a19057cff70779273e95aa6/uploads/2020/03/2020033098.pdf,,,,, https://panchkula.nic.in/
Haryana,Panchkula,District,Health view,Others,Govt.,medical mobile units,,,https://cdn.s3waas.gov.in/s39b8619251a19057cff70779273e95aa6/uploads/2020/03/2020033098.pdf,,,,, https://panchkula.nic.in/
Haryana,Panchkula,District,Health view,Medicine delivery,Govt.,Medical stores for home delivery,,,https://cdn.s3waas.gov.in/s39b8619251a19057cff70779273e95aa6/uploads/2020/03/2020032520.pdf,,,,, https://panchkula.nic.in/
Haryana,Panchkula,District,Health view,Isolation Centers,Govt.,General Hospital; Swami devi Dyal Group of professional institutions; Golpura,,,https://cdn.s3waas.gov.in/s39b8619251a19057cff70779273e95aa6/uploads/2020/04/2020042361.pdf,,,,, https://panchkula.nic.in/
Haryana,Panchkula,District,Food view,Food delivery,Govt.,Contact information for General stores,,,https://cdn.s3waas.gov.in/s39b8619251a19057cff70779273e95aa6/uploads/2020/03/2020032622.pdf,,,,, https://panchkula.nic.in/
Haryana,Panchkula,District,Health view,Others,Govt.,Contact information,Of General Hospital at Sector 6,0172-2573907,https://cdn.s3waas.gov.in/s39b8619251a19057cff70779273e95aa6/uploads/2020/03/2020033098.pdf,,,,, https://panchkula.nic.in/
Haryana,Panchkula,District,Food view,Others,Govt.,Contact information for Dry ration dontation,,9988060116,https://cdn.s3waas.gov.in/s39b8619251a19057cff70779273e95aa6/uploads/2020/03/2020033058.pdf,,,,, https://panchkula.nic.in/
Haryana,Panchkula,District,Food view,Food delivery,Govt.,Contact information,,,https://cdn.s3waas.gov.in/s39b8619251a19057cff70779273e95aa6/uploads/2020/03/2020033098.pdf,,,,, https://panchkula.nic.in/
Haryana,Panchkula,District,Food view,Ration,Govt.,Information about departmental stores,,,,,,,, https://panchkula.nic.in/
Haryana,Panchkula,District,Food view,Food delivery,Govt.,Contact details for VITA (Milk) booth centers,,,https://cdn.s3waas.gov.in/s39b8619251a19057cff70779273e95aa6/uploads/2020/03/2020032589.pdf,,,,, https://panchkula.nic.in/
Haryana,Panchkula,District,Food view,Food delivery,Govt.,Home delivery of ration,,,https://cdn.s3waas.gov.in/s39b8619251a19057cff70779273e95aa6/uploads/2020/03/2020032786.pdf,,,,, https://panchkula.nic.in/
Haryana,Panipat,District,Food view,Food delivery,Govt.,Contact number of grocery stores; vegetable shops and dairy,,,https://panipat.gov.in/essential-items/,,,,,
Haryana,Panipat,District,Health view,Medicine delivery,Govt.,Contact number of medical stores,,,https://panipat.gov.in/essential-items/,,,,,
Haryana,Sirsa,District,Shelter,,Govt.,At Ellenabad,,,https://cdn.s3waas.gov.in/s32a79ea27c279e471f4d180b08d62b00a/uploads/2020/03/2020033033.pdf,,,,,https://sirsa.gov.in
Haryana,Sonipat,District,Food view,Others,Govt.,Rates of vegetables and fruits,For Tehsil Sonipat,,https://cdn.s3waas.gov.in/s3d296c101daa88a51f6ca8cfc1ac79b50/uploads/2020/04/2020042716.pdf,,,,,https://sonipat.gov.in
Haryana,Sonipat,District,Food view,Others,Govt.,Fixed rates of vegetables and fruits for Tehsil Gannaur,,,https://cdn.s3waas.gov.in/s3d296c101daa88a51f6ca8cfc1ac79b50/uploads/2020/04/2020041376.pdf,,,,,https://sonipat.gov.in
Haryana,Sonipat,District,Food view,Ration,Govt.,List of kiryana store (Sub-Division wise),,,https://cdn.s3waas.gov.in/s3d296c101daa88a51f6ca8cfc1ac79b50/uploads/2020/03/2020032568.pdf,,,,,https://sonipat.gov.in
Haryana,Sonipat,District,Food view,Others,Govt.,Contact details of vendors of vegetables and fruits,,,https://cdn.s3waas.gov.in/s3d296c101daa88a51f6ca8cfc1ac79b50/uploads/2020/03/2020032672.pdf,,,,,https://sonipat.gov.in
Haryana,Sonipat,District,Food view,Others,Govt.,Other list of vendors for food; animal fodder etc.,,,https://sonipat.gov.in/novel-corona-virus/necessary-items/,,,,,https://sonipat.gov.in
Haryana,Yamuna Nagar,District,Food view,Food: Ration,Govt.,List of Groceries Shops,,,https://cdn.s3waas.gov.in/s3428fca9bc1921c25c5121f9da7815cde/uploads/2020/03/2020032650.pdf,,,,,https://yamunanagar.nic.in/
Haryana,Yamuna Nagar,District,Food view,Ration,Govt.,List of vegetables and Fruit Vendors ,,,https://cdn.s3waas.gov.in/s3428fca9bc1921c25c5121f9da7815cde/uploads/2020/03/2020032665.pdf,,,,,https://yamunanagar.nic.in/
Haryana,Yamuna Nagar,District,Food view,Food delivery,Govt.,List of groceries shops for home delivery,,,https://cdn.s3waas.gov.in/s3428fca9bc1921c25c5121f9da7815cde/uploads/2020/03/2020032654.pdf,,,,,https://yamunanagar.nic.in/
Haryana,Yamuna Nagar,District,Health view,Medicine delivery,Govt.,List of chemist shops,,,https://cdn.s3waas.gov.in/s3428fca9bc1921c25c5121f9da7815cde/uploads/2020/03/2020032654.pdf,,,,,https://yamunanagar.nic.in/
Haryana,Yamuna Nagar,District,Health view,Medicine delivery,Govt.,Contact details of chemist shops,,,https://cdn.s3waas.gov.in/s3428fca9bc1921c25c5121f9da7815cde/uploads/2020/03/2020032676.pdf,,,,,https://yamunanagar.nic.in/
Haryana,Yamuna Nagar,District,Health view,Medicine delivery,Govt.,Contact information of chemist shop,,,https://cdn.s3waas.gov.in/s3428fca9bc1921c25c5121f9da7815cde/uploads/2020/03/2020032650.pdf  https://cdn.s3waas.gov.in/s3428fca9bc1921c25c5121f9da7815cde/uploads/2020/03/2020032665.pdf,,,,,https://yamunanagar.nic.in/
Haryana,Yamuna Nagar,District,Others,,Govt.,List of volunteers and contact details,providing cooked food; raw material and personal protective equipments,,https://cdn.s3waas.gov.in/s3428fca9bc1921c25c5121f9da7815cde/uploads/2020/03/2020032960.pdf,,,,,https://yamunanagar.nic.in/
Himachal Pradesh,ALL,State,Health View,Covid-19 Testing Centres,Govt.,Government Laboratory,Indira Gandhi Medical College; Shimla,,https://www.icmr.gov.in/,,,,,
Himachal Pradesh,ALL,State,Health View,Covid-19 Testing Centres,Govt.,Government Laboratory,Dr.Rajendra Prasad Govt. Med. College; Kangra; Tanda,,https://www.icmr.gov.in/,,,,,
Himachal Pradesh,ALL,State,Health View,Covid-19 Testing Centres,Govt.,Government Laboratory,Central Research Institute; Kasauli,,https://www.icmr.gov.in/,,,,,
Himachal Pradesh,ALL,State,Health View,Covid-19 Testing Centres,Govt.,Government Laboratory,CSIR Institute of Himalayan Bioresource Technology; Palampur,,https://www.icmr.gov.in/,,,,,
Himachal Pradesh,ALL,State,Health View,Covid-19 Testing Centres,Govt.,Arrangement of sampling from various districts-Dated:22-04-2020,,,http://covidorders.hp.gov.in/frontend/web/writeData/Shimla/a41313565aee5560bef874942c04d3ec87f3a3d7.pdf,,,,,http://covidorders.hp.gov.in/
Himachal Pradesh,ALL,State,Health View,Isolation Centers,Govt.,SLBSGMC Ner Chawk Mandi notified as dedicated isolation facility,,,http://covidorders.hp.gov.in/frontend/web/writeData/Shimla/11f365349f448351339a385ad7eea35ff033d250.pdf,,,,Apart from IGMC Shimla and Dr. RPGMC Tanda,http://covidorders.hp.gov.in/
Himachal Pradesh,ALL,State,Health View,Isolation Centers,Govt.,SS Memorial Ashirwad Hospital;Chamba,,,http://covidorders.hp.gov.in/frontend/web/writeData/Shimla/a4fb69ca8ae6c6fbdb59ed80ce88538f2db568d5.pdf,secondary level dedicated isolation facility catering to distrcit Chamba with Dr. RPGMC Tanda as earmarked tertiary level facility for confirmed cases; in case referral is required.,,,,http://covidorders.hp.gov.in/
Himachal Pradesh,ALL,State,Health View,Isolation Centers,Govt.,Aggarwal Trust Dharamshala; Jwalamukhi; Kangra,,,http://covidorders.hp.gov.in/frontend/web/writeData/Shimla/eb183b72bbb09b8d59b2d13ec90a709245f38f6c.pdf,secondary level dedicated isolation facility catering to distrcit Kangra; medical block nadaun and district Hamirpur with Dr. RPGMC Tanda as earmarked tertiary level facility for confirmed cases; in case referral is required.,,,,http://covidorders.hp.gov.in/
Himachal Pradesh,ALL,State,Health View,Isolation Centers,Govt.,Charitable Hospital; Bhota; Hamirpur,,,http://covidorders.hp.gov.in/frontend/web/writeData/Shimla/143318b022cbc887ab25dbda2fb2d61e44906072.pdf,secondary level dedicated isolation facility catering to distrcit Hamirpur and Una with Dr. RPGMC Tanda as earmarked tertiary level facility for confirmed cases; in case referral is required.,,,,http://covidorders.hp.gov.in/
Himachal Pradesh,ALL,State,Health View,Isolation Centers,Govt.,Civil Hospital; Sarahan; Distt. Sirmaur,,,http://covidorders.hp.gov.in/frontend/web/writeData/Shimla/37c6578fb3e9b508105e5f095a11bbc4fc2444bd.pdf,secondary level dedicated isolation centers catering to district Sirmaur with IGMC Shimla as earmarked tertiary level facility for confirmed cases; in case referral is required.,,,,http://covidorders.hp.gov.in/
Himachal Pradesh,ALL,State,Health View,Isolation Centers,Govt.,ESI Katha; Solan,,,http://covidorders.hp.gov.in/frontend/web/writeData/Shimla/06fa08fc4bea05a71c847c990a40dd4525f180ef.pdf,secondary level dedicated isolation facility catering to district Solan and Sirmaur with IGMC Shimla as earmarked tertiary level facility for confirmed cases; in case referral is required.,,,,http://covidorders.hp.gov.in/
Himachal Pradesh,ALL,State,Health View,Others,Govt.,Institutional Quarantine Facility,HP Institute of Public Administration; Hostel / Guest Houses; Fairlawns.,,https://cdn.s3waas.gov.in/s3b534ba68236ba543ae44b22bd110a1d6/uploads/2020/03/2020033131.pdf,,,,,http://covidorders.hp.gov.in/
Himachal Pradesh,ALL,State,Health View,Others,Govt.,Institutional Quarantine Facility,Institute of Hotel Management; Kufri Shimla.,,https://cdn.s3waas.gov.in/s3b534ba68236ba543ae44b22bd110a1d6/uploads/2020/03/2020033131.pdf,,,,,http://covidorders.hp.gov.in/
Himachal Pradesh,ALL,State,Health View,Others,Govt.,Institutional Quarantine Facility,Co-operative Bank Guest House and Hostel; Sangti; Summerhill.,,https://cdn.s3waas.gov.in/s3b534ba68236ba543ae44b22bd110a1d6/uploads/2020/03/2020033131.pdf,,,,,http://covidorders.hp.gov.in/
Himachal Pradesh,ALL,State,Health View,Others,Govt.,Institutional Quarantine Facility,Tribal Bhawan; dhalli.,,https://cdn.s3waas.gov.in/s3b534ba68236ba543ae44b22bd110a1d6/uploads/2020/03/2020033131.pdf,,,,,http://covidorders.hp.gov.in/
Himachal Pradesh,ALL,State,Health View,Others,Govt.,Institutional Quarantine Facility,Club Mahindra Pristine Peaks; Naldehra Shimla,,https://cdn.s3waas.gov.in/s3b534ba68236ba543ae44b22bd110a1d6/uploads/2020/03/2020033131.pdf,,,,,http://covidorders.hp.gov.in/
Himachal Pradesh,ALL,State,Health View,Others,Govt.,Institute Quarantine facility,Panchayati Raj Training Institute; Baijnath; Kangra; Mashobra; Shimla and State Agricultural Management and Extension Training Institute; Mashobra; Shimla,,http://covidorders.hp.gov.in/frontend/web/writeData/Shimla/3e27e392f4f8dc270928d5538195a74162317704.pdf,,,,,http://covidorders.hp.gov.in/
Himachal Pradesh,ALL,State,E-pass View,,Govt.,,,,http://covid19epass.hp.gov.in/applications/epass/apply,Governmnet ID,,,Online approvals by District Adminstration,
Himachal Pradesh,ALL,State,E-pass View,,Govt.,Application for Issuance of COVID-19 Movement Pass,,,https://serviceonline.gov.in/renderApplicationForm.do;jsessionid=56237D499633035E933C86DFF4C97AA3?serviceId=13730002&UUID=b118e5da-3d13-4118-8862-e23d1db9a913&grievDefined=0&serviceLinkRequired=No&directService=true&userLoggedIn=N&tempId=4860&source=CTZN&OWASP_CSRFTOKEN=AZGA-L512-SR0L-RP16-FRNR-OKI8-CINM-V6BB,Document Proof as to why the PASS is required;  Identity Proof (Voter Id Card;Driving Licence;PAN Card;Passport; Deptt. ID),,,SMS based URL access to ePass,
Himachal Pradesh,ALL,State,Other,,Govt.,Covid 19 integrated portal (Single window for all COVID-19 related IT initiatives by Government of Himachal Pradesh),,,http://covidportal.hp.gov.in/,,,,,
Himachal Pradesh,Bilaspur (HP),State,Food view,Food Delivery,Govt.,Home Delivery of grocery,,,https://drive.google.com/drive/folders/1emHVUn8hQ6ZaWzHjIN8yLDlLQjkaj8ij,,,,For updated ones kindly check the FB handle of DC Bilaspur,https://www.facebook.com/DCBilaspurHP/
Himachal Pradesh,Bilaspur (HP),State,E-pass View,,Govt.,Important numbers for getting curfew passes,,,https://drive.google.com/drive/folders/1emHVUn8hQ6ZaWzHjIN8yLDlLQjkaj8ij,,,,,
Himachal Pradesh,Bilaspur (HP),State,Others,,,Some important numbers for stranded people,,,https://drive.google.com/drive/folders/1emHVUn8hQ6ZaWzHjIN8yLDlLQjkaj8ij,,,,,
Himachal Pradesh,Chamba,District,E-pass View,,Govt.,online curfew pass (Contact numbers are in the link),,,https://cdn.s3waas.gov.in/s3577bcc914f9e55d5e4e4f82f9f00e7d4/uploads/2020/03/2020033054.pdf,,,,,https://hpchamba.nic.in/notice_category/notice-board/page/3/
Himachal Pradesh,Hamirpur(HP),District,Food View,Food Delivery,Govt.,Home Delivery of Milk Products; Order of essential commodities,,,https://hphamirpur.nic.in/      http://hphmrddma.in/login,,,,One needs to sign up and log in in the given link,
Himachal Pradesh,Hamirpur(HP),District,Health View,Others,Govt.,Health Services ,Emergency number during curfew/lockdown,01972-222222,https://hphamirpur.nic.in/helpline/,,,,,
Himachal Pradesh,Kangra,District,E-pass View,,Govt.,All important contact numbers for online curfew passes,,,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/2020/04/2020042492.pdf,,,,,https://hpkangra.nic.in/covid19/
Himachal Pradesh,Kangra,District,Food View,Food Delivery,Govt.,All important contact numbers for home Delivery of groceries,,,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/2020/04/2020042492.pdf,,,,,https://hpkangra.nic.in/covid19/
Himachal Pradesh,Kangra,District,Health View,Medicine Delivery,Govt.,All important contact numbers for medicine delivery,,,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/2020/04/2020042492.pdf,,,,,https://hpkangra.nic.in/covid19/
Himachal Pradesh,Kangra,District,Health View,Tele-consultation,Govt.,All important contact numbers ranging from  tele-consulation to helpline for stress and anxiety etc.,,,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/2020/04/2020042492.pdf,,,,,https://hpkangra.nic.in/covid19/
Himachal Pradesh,Kangra,District,Health View,Others,Govt.,All important contact numbers ranging from dialysis,,,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/2020/04/2020042492.pdf,,,,,https://hpkangra.nic.in/covid19/
Himachal Pradesh,Kangra,District,Others,,Govt.,All important contact numbers ranging from gas supply; fodder supply; domestic violence helpline,,,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/2020/04/2020042492.pdf,,,,,https://hpkangra.nic.in/covid19/
Himachal Pradesh,Kangra,District,Food View,Hunger Helpline,Govt.,Important numbers,,,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/2020/04/2020042492.pdf,,,,,https://hpkangra.nic.in/covid19/
Himachal Pradesh,Kullu,District,Food Delivery,Ration,Govt.,Food and ration to needy is to be provided by district administration and district red cross society,,,https://hpkullu.nic.in/,,,,,
Himachal Pradesh,Lahul & Spiti,District,,,Govt.,,,,https://hplahaulspiti.nic.in/,,,,,
Himachal Pradesh,Mandi,District,Food View,Food Delivery,Govt.,Contact information on home Delivery of grocery ,,,https://hpmandi.nic.in/important-information-regarding-home-Delivery-covid-19/,,,,,
Himachal Pradesh,Mandi,District,Health ,Medicine delivery,Govt.,Contact information on home Delivery of medicines,,,https://hpmandi.nic.in/important-information-regarding-home-Delivery-covid-19/,,,,,
Himachal Pradesh,Shimla,District,Food View,Food Delivery,Govt.,Information on home Delivery of grocery,,,https://drive.google.com/drive/folders/1L5jO7tUlIG5oRGac_UA1oKpFo0WOJU6C,,,,Updated information can be found on the FB page of DC Shimla,https://www.facebook.com/ShimlaAdministration/
Himachal Pradesh,Shimla,District,Health View,Medicine delivery,Govt.,Information on home Delivery of medicines,,,https://drive.google.com/drive/folders/1L5jO7tUlIG5oRGac_UA1oKpFo0WOJU6C,,,,Updated information can be found on the FB page of DC Shimla,https://www.facebook.com/ShimlaAdministration/
